Fighter,Winner,Winner_binary,L,Stance,Stance_Orth,Stance_South,Stance_Switch,Ht.,Reach,Wt.,W,Date of Fight,Birth Date,Age at Fight
John Howard,Red,1,0,Orthodox,1,0,0,170.18,182.88,170,2,2009-12-05,1983-03-01,27
Mark Bocek,Red,1,2,Orthodox,1,0,0,172.72,190.5,155,3,2009-12-05,1981-10-24,28
Rogerio Nogueira,Red,1,0,Southpaw,0,1,0,187.96,190.5,205,0,2009-11-21,1976-06-02,33
Paulo Thiago,Red,1,1,Orthodox,1,0,0,180.34,187.96,170,1,2009-11-21,1981-01-25,29
Ben Saunders,Red,1,1,Orthodox,1,0,0,187.96,195.58,170,3,2009-11-21,1983-04-13,27
Kendall Grove,Red,1,3,Orthodox,1,0,0,198.12,200.66,185,5,2009-11-21,1982-11-12,27
Josh Koscheck,Red,1,4,Orthodox,1,0,0,177.8,185.42,170,11,2009-11-21,1977-11-30,32
Brian Foster,Red,1,1,Orthodox,1,0,0,175.26,180.34,170,0,2009-11-21,1984-04-03,26
Forrest Griffin,Red,1,4,Orthodox,1,0,0,190.5,195.58,205,7,2009-11-21,1979-03-16,31
Amir Sadollah,Red,1,1,Orthodox,1,0,0,177.8,190.5,170,1,2009-11-21,1980-08-27,29
Caol Uno,Draw,0,5,Southpaw,0,1,0,170.18,177.8,155,3,2009-11-21,1975-05-08,35
George Sotiropoulos,Red,1,0,Orthodox,1,0,0,177.8,180.34,155,3,2009-11-21,1977-07-09,32
Randy Couture,Red,1,7,Orthodox,1,0,0,185.42,190.5,205,13,2009-11-14,1963-06-22,46
Terry Etim,Red,1,2,Orthodox,1,0,0,185.42,185.42,155,4,2009-11-14,1986-01-11,24
Michael Bisping,Red,1,2,Orthodox,1,0,0,185.42,190.5,185,7,2009-11-14,1979-02-28,31
Nick Osipczak,Red,1,0,Orthodox,1,0,0,187.96,193.04,170,1,2009-11-14,1984-12-30,25
John Hathaway,Red,1,0,Orthodox,1,0,0,185.42,190.5,170,2,2009-11-14,1987-07-23,22
Matt Brown,Red,1,1,Orthodox,1,0,0,182.88,190.5,170,3,2009-11-14,1981-01-10,29
Ross Pearson,Red,1,0,Orthodox,1,0,0,172.72,175.26,155,1,2009-11-14,1984-09-26,25
Dan Hardy,Red,1,0,Orthodox,1,0,0,182.88,187.96,170,3,2009-11-14,1982-05-17,27
Alexander Gustafsson,Red,1,0,Orthodox,1,0,0,195.58,200.66,205,0,2009-11-14,1987-01-15,23
Dennis Siver,Red,1,3,Orthodox,1,0,0,167.64,177.8,145,3,2009-11-14,1979-01-13,31
Andre Winner,Red,1,1,Orthodox,1,0,0,180.34,185.42,155,0,2009-11-14,1981-11-09,28
Anthony Johnson,Red,1,2,Orthodox,1,0,0,187.96,198.12,205,4,2009-10-24,1984-03-06,26
Lyoto Machida,Red,1,0,Southpaw,0,1,0,185.42,187.96,185,7,2009-10-24,1978-05-30,31
Ryan Bader,Red,1,0,Orthodox,1,0,0,187.96,187.96,205,2,2009-10-24,1983-06-07,26
Joe Stevenson,Red,1,4,Orthodox,1,0,0,170.18,177.8,145,7,2009-10-24,1982-06-15,27
Chael Sonnen,Red,1,3,Southpaw,0,1,0,185.42,185.42,205,2,2009-10-24,1977-04-03,33
Gleison Tibau,Red,1,4,Southpaw,0,1,0,177.8,180.34,155,5,2009-10-24,1983-10-07,26
Pat Barry,Red,1,1,Orthodox,1,0,0,180.34,187.96,235,1,2009-10-24,1979-07-07,30
Cain Velasquez,Red,1,0,Orthodox,1,0,0,185.42,195.58,240,4,2009-10-24,1982-07-28,27
Stefan Struve,Red,1,1,Orthodox,1,0,0,210.82,213.36,265,1,2009-10-24,1988-02-18,22
Jorge Rivera,Red,1,5,Orthodox,1,0,0,185.42,185.42,185,5,2009-10-24,1972-02-28,38
Kyle Kingsbury,Red,1,1,Orthodox,1,0,0,193.04,200.66,205,0,2009-10-24,1982-03-22,28
Josh Koscheck,Red,1,4,Orthodox,1,0,0,177.8,185.42,170,10,2009-09-19,1977-11-30,32
Junior Dos Santos,Red,1,0,Orthodox,1,0,0,193.04,195.58,238,2,2009-09-19,1984-01-30,26
Tyson Griffin,Red,1,2,Orthodox,1,0,0,167.64,172.72,145,6,2009-09-19,1984-04-20,25
Vitor Belfort,Red,1,4,Southpaw,0,1,0,182.88,187.96,185,7,2009-09-19,1977-04-01,32
Jim Miller,Red,1,1,Southpaw,0,1,0,172.72,180.34,155,3,2009-09-19,1983-08-30,26
Efrain Escudero,Red,1,0,Orthodox,1,0,0,175.26,180.34,155,1,2009-09-19,1986-01-15,24
Paul Daley,Red,1,0,Orthodox,1,0,0,175.26,193.04,170,0,2009-09-19,1983-02-21,27
Nik Lentz,Red,1,0,Orthodox,1,0,0,172.72,172.72,145,0,2009-09-19,1984-08-13,25
Tomasz Drwal,Red,1,1,Orthodox,1,0,0,185.42,193.04,205,2,2009-09-19,1982-01-22,28
Rick Story,Red,1,1,Southpaw,0,1,0,175.26,180.34,170,0,2009-09-19,1984-08-28,25
Rafael Dos Anjos,Red,1,2,Southpaw,0,1,0,172.72,177.8,155,0,2009-09-19,1984-10-26,25
Eliot Marshall,Red,1,0,Orthodox,1,0,0,187.96,195.58,205,2,2009-09-19,1980-07-07,29
Vladimir Matyushenko,Red,1,2,Orthodox,1,0,0,182.88,187.96,205,3,2009-09-19,1971-01-04,39
CB Dollaway,Red,1,2,Orthodox,1,0,0,187.96,193.04,185,2,2009-09-16,1983-08-10,26
Brian Stann,Red,1,1,Orthodox,1,0,0,185.42,187.96,205,0,2009-09-16,1980-09-24,29
Jeremy Stephens,Red,1,4,Orthodox,1,0,0,175.26,180.34,145,3,2009-09-16,1986-05-25,23
Nate Diaz,Red,1,2,Southpaw,0,1,0,182.88,193.04,170,5,2009-09-16,1985-04-16,24
Nate Quarry,Red,1,2,Open Stance,0,0,0,182.88,182.88,185,6,2009-09-16,1972-03-18,37
Gray Maynard,Red,1,1,Orthodox,1,0,0,175.26,177.8,155,5,2009-09-16,1979-05-09,30
Carlos Condit,Red,1,1,Orthodox,1,0,0,187.96,190.5,170,0,2009-09-16,1984-04-26,25
Mike Pyle,Red,1,1,Orthodox,1,0,0,182.88,187.96,170,0,2009-09-16,1975-09-18,34
Ryan Jensen,Red,1,3,Orthodox,1,0,0,185.42,193.04,185,0,2009-09-16,1977-09-20,32
Mike Pierce,Red,1,0,Orthodox,1,0,0,172.72,180.34,170,0,2009-09-16,1980-09-01,29
Thiago Silva,Red,1,1,Orthodox,1,0,0,187.96,187.96,205,4,2009-08-29,1982-11-12,27
Brandon Vera,Red,1,3,Orthodox,1,0,0,190.5,198.12,230,6,2009-08-29,1977-10-10,32
Gabriel Gonzaga,Red,1,3,Orthodox,1,0,0,187.96,193.04,242,6,2009-08-29,1979-05-18,30
Antonio Rodrigo Nogueira,Red,1,1,Orthodox,1,0,0,190.5,195.58,240,2,2009-08-29,1976-06-02,33
Aaron Simpson,Red,1,0,Orthodox,1,0,0,182.88,185.42,170,1,2009-08-29,1974-07-20,35
Mike Russow,Red,1,0,Orthodox,1,0,0,185.42,185.42,255,0,2009-08-29,1976-09-11,33
Jake Rosholt,Red,1,1,Orthodox,1,0,0,185.42,,185,0,2009-08-29,1982-02-09,28
Nate Marquardt,Red,1,2,Orthodox,1,0,0,182.88,187.96,185,7,2009-08-29,1979-04-20,30
Evan Dunham,Red,1,0,Southpaw,0,1,0,177.8,177.8,155,1,2009-08-29,1981-12-18,28
Todd Duffee,Red,1,0,Orthodox,1,0,0,190.5,198.12,260,0,2009-08-29,1985-12-06,24
Mark Munoz,Red,1,1,Orthodox,1,0,0,182.88,180.34,185,0,2009-08-29,1978-02-09,32
Aaron Riley,Red,1,3,Southpaw,0,1,0,172.72,175.26,155,1,2009-08-08,1980-12-09,29
BJ Penn,Red,1,5,Orthodox,1,0,0,175.26,177.8,155,9,2009-08-08,1978-12-13,31
Kurt Pellegrino,Red,1,3,Orthodox,1,0,0,172.72,177.8,155,5,2009-08-08,1979-05-07,30
Anderson Silva,Red,1,0,Southpaw,0,1,0,187.96,195.58,185,9,2009-08-08,1975-04-14,34
Johny Hendricks,Red,1,0,Southpaw,0,1,0,175.26,175.26,185,0,2009-08-08,1983-09-12,26
John Howard,Red,1,0,Orthodox,1,0,0,170.18,182.88,170,1,2009-08-08,1983-03-01,26
Alessio Sakara,Red,1,5,Orthodox,1,0,0,182.88,182.88,185,4,2009-08-08,1981-09-02,28
Ricardo Almeida,Red,1,3,Orthodox,1,0,0,182.88,187.96,170,3,2009-08-08,1976-11-29,33
Matthew Riddle,Red,1,0,Southpaw,0,1,0,185.42,193.04,170,2,2009-08-08,1986-01-14,24
Jesse Lennox,Red,1,0,Orthodox,1,0,0,175.26,182.88,170,0,2009-08-08,1982-03-10,27
George Sotiropoulos,Red,1,0,Orthodox,1,0,0,177.8,180.34,155,2,2009-08-08,1977-07-09,32
Jim Miller,Red,1,1,Southpaw,0,1,0,172.72,180.34,155,2,2009-07-11,1983-08-30,26
Jon Fitch,Red,1,1,Orthodox,1,0,0,182.88,187.96,170,9,2009-07-11,1978-02-24,31
Brock Lesnar,Red,1,1,Orthodox,1,0,0,190.5,205.74,265,2,2009-07-11,1977-07-12,32
Mark Coleman,Red,1,4,Orthodox,1,0,0,185.42,190.5,205,6,2009-07-11,1964-12-20,45
Georges St-Pierre,Red,1,2,Orthodox,1,0,0,180.34,193.04,185,12,2009-07-11,1981-05-19,28
Yoshihiro Akiyama,Red,1,0,Orthodox,1,0,0,177.8,190.5,170,0,2009-07-11,1975-07-29,34
Dan Henderson,Red,1,2,Orthodox,1,0,0,180.34,187.96,185,4,2009-07-11,1970-08-24,39
Jon Jones,Red,1,0,Orthodox,1,0,0,193.04,213.36,205,2,2009-07-11,1987-07-19,22
Tom Lawlor,Red,1,0,Southpaw,0,1,0,182.88,187.96,205,1,2009-07-11,1983-05-15,26
Dong Hyun Kim,Red,1,1,Southpaw,0,1,0,187.96,193.04,170,2,2009-07-11,1981-11-17,28
Shannon Gugerty,Red,1,1,Orthodox,1,0,0,177.8,180.34,155,1,2009-07-11,1981-12-30,28
Diego Sanchez,Red,1,2,Southpaw,0,1,0,177.8,182.88,170,9,2009-06-20,1981-12-31,27
Ross Pearson,Red,1,0,Orthodox,1,0,0,172.72,175.26,155,0,2009-06-20,1984-09-26,25
Tomasz Drwal,Red,1,1,Orthodox,1,0,0,185.42,193.04,205,1,2009-06-20,1982-01-22,27
Chris Lytle,Red,1,9,Orthodox,1,0,0,180.34,172.72,170,5,2009-06-20,1974-08-18,35
Brad Blackburn,Red,1,0,Orthodox,1,0,0,177.8,185.42,170,2,2009-06-20,1977-05-25,32
Melvin Guillard,Red,1,3,Orthodox,1,0,0,175.26,180.34,155,4,2009-06-20,1983-03-30,26
Joe Stevenson,Red,1,4,Orthodox,1,0,0,170.18,177.8,145,6,2009-06-20,1982-06-15,27
Nick Osipczak,Red,1,0,Orthodox,1,0,0,187.96,193.04,170,0,2009-06-20,1984-12-30,24
Jason Dent,Red,1,2,Orthodox,1,0,0,177.8,180.34,155,0,2009-06-20,1980-06-12,29
James Wilks,Red,1,0,Orthodox,1,0,0,185.42,190.5,170,0,2009-06-20,1978-05-04,31
Mirko Filipovic,Red,1,2,Southpaw,0,1,0,187.96,185.42,230,1,2009-06-13,1974-09-10,35
Spencer Fisher,Red,1,3,Southpaw,0,1,0,170.18,172.72,155,7,2009-06-13,1976-05-09,33
Rich Franklin,Red,1,3,Southpaw,0,1,0,185.42,193.04,185,11,2009-06-13,1974-10-05,35
Dan Hardy,Red,1,0,Orthodox,1,0,0,182.88,187.96,170,2,2009-06-13,1982-05-17,27
Mike Swick,Red,1,1,Orthodox,1,0,0,185.42,195.58,170,8,2009-06-13,1979-06-19,30
Terry Etim,Red,1,2,Orthodox,1,0,0,185.42,185.42,155,3,2009-06-13,1986-01-11,23
Dennis Siver,Red,1,3,Orthodox,1,0,0,167.64,177.8,145,2,2009-06-13,1979-01-13,30
Cain Velasquez,Red,1,0,Orthodox,1,0,0,185.42,195.58,240,3,2009-06-13,1982-07-28,27
Paul Kelly,Red,1,1,Orthodox,1,0,0,175.26,177.8,155,2,2009-06-13,1984-09-12,25
John Hathaway,Red,1,0,Orthodox,1,0,0,185.42,190.5,170,1,2009-06-13,1987-07-23,22
Paul Taylor,Red,1,3,Orthodox,1,0,0,182.88,182.88,155,2,2009-06-13,1979-12-15,29
Stefan Struve,Red,1,1,Orthodox,1,0,0,210.82,213.36,265,0,2009-06-13,1988-02-18,21
Brock Larson,Red,1,1,Southpaw,0,1,0,180.34,180.34,170,2,2009-05-23,1977-08-23,32
Tim Hague,Red,1,0,Orthodox,1,0,0,193.04,193.04,260,0,2009-05-23,1983-05-09,26
Kyle Bradley,Red,1,2,Orthodox,1,0,0,175.26,180.34,155,0,2009-05-23,1982-08-19,27
Lyoto Machida,Red,1,0,Southpaw,0,1,0,185.42,187.96,185,6,2009-05-23,1978-05-30,31
Frankie Edgar,Red,1,1,Orthodox,1,0,0,167.64,172.72,135,4,2009-05-23,1981-10-16,28
Chael Sonnen,Red,1,3,Southpaw,0,1,0,185.42,185.42,205,1,2009-05-23,1977-04-03,32
Matt Hughes,Red,1,5,Switch,0,0,1,175.26,185.42,170,15,2009-05-23,1973-10-13,36
Drew McFedries,Red,1,4,Southpaw,0,1,0,182.88,182.88,185,3,2009-05-23,1978-07-27,31
Krzysztof Soszynski,Red,1,0,Open Stance,0,0,0,185.42,195.58,205,2,2009-05-23,1977-08-02,32
Yoshiyuki Yoshida,Red,1,1,Southpaw,0,1,0,180.34,177.8,170,1,2009-05-23,1974-05-10,35
George Roop,Red,1,1,Orthodox,1,0,0,185.42,182.88,135,0,2009-05-23,1981-11-10,28
Cheick Kongo,Red,1,2,Orthodox,1,0,0,193.04,208.28,240,6,2009-04-18,1975-05-17,34
Luiz Cane,Red,1,1,Southpaw,0,1,0,187.96,195.58,185,2,2009-04-18,1981-04-24,28
Krzysztof Soszynski,Red,1,0,Open Stance,0,0,0,185.42,195.58,205,1,2009-04-18,1977-08-02,32
Denis Kang,Red,1,1,Orthodox,1,0,0,180.34,195.58,185,0,2009-04-18,1977-09-17,32
Nate Quarry,Red,1,2,Open Stance,0,0,0,182.88,182.88,185,5,2009-04-18,1972-03-18,37
Sam Stout,Red,1,4,Orthodox,1,0,0,175.26,177.8,155,2,2009-04-18,1984-04-23,25
Mauricio Rua,Red,1,1,Orthodox,1,0,0,185.42,193.04,205,1,2009-04-18,1981-11-25,27
Anderson Silva,Red,1,0,Southpaw,0,1,0,187.96,195.58,185,8,2009-04-18,1975-04-14,34
Ed Herman,Red,1,4,Orthodox,1,0,0,185.42,195.58,205,3,2009-04-18,1980-10-02,29
Mark Bocek,Red,1,2,Orthodox,1,0,0,172.72,190.5,155,2,2009-04-18,1981-10-24,27
TJ Grant,Red,1,0,Orthodox,1,0,0,177.8,182.88,155,0,2009-04-18,1984-02-26,25
Eliot Marshall,Red,1,0,Orthodox,1,0,0,187.96,195.58,205,1,2009-04-18,1980-07-07,29
Tim Credeur,Red,1,0,Orthodox,1,0,0,190.5,190.5,185,2,2009-04-01,1977-07-09,32
Gleison Tibau,Red,1,3,Southpaw,0,1,0,177.8,180.34,155,4,2009-04-01,1983-10-07,25
Tyson Griffin,Red,1,2,Orthodox,1,0,0,167.64,172.72,145,5,2009-04-01,1984-04-20,25
Ricardo Almeida,Red,1,3,Orthodox,1,0,0,182.88,187.96,170,2,2009-04-01,1976-11-29,32
Brock Larson,Red,1,1,Southpaw,0,1,0,180.34,180.34,170,1,2009-04-01,1977-08-23,32
Ryan Bader,Red,1,0,Orthodox,1,0,0,187.96,187.96,205,1,2009-04-01,1983-06-07,26
Cole Miller,Red,1,1,Orthodox,1,0,0,185.42,185.42,145,3,2009-04-01,1984-04-26,25
Martin Kampmann,Red,1,1,Orthodox,1,0,0,182.88,182.88,170,5,2009-04-01,1982-04-17,27
Rob Kimmons,Red,1,1,Orthodox,1,0,0,177.8,185.42,185,1,2009-04-01,1981-01-30,28
Aaron Simpson,Red,1,0,Orthodox,1,0,0,182.88,185.42,170,0,2009-04-01,1974-07-20,35
Jorge Rivera,Red,1,5,Orthodox,1,0,0,185.42,185.42,185,4,2009-04-01,1972-02-28,37
Gray Maynard,Red,1,1,Orthodox,1,0,0,175.26,177.8,155,4,2009-03-07,1979-05-09,30
Tamdan McCrory,Red,1,2,Switch,0,0,1,193.04,193.04,185,2,2009-03-07,1986-11-05,22
Shane Carwin,Red,1,0,Orthodox,1,0,0,187.96,203.2,265,2,2009-03-07,1975-01-04,34
Matt Brown,Red,1,1,Orthodox,1,0,0,182.88,190.5,170,2,2009-03-07,1981-01-10,28
Matt Hamill,Red,1,2,Orthodox,1,0,0,185.42,193.04,205,5,2009-03-07,1976-10-05,32
Quinton Jackson,Red,1,1,Orthodox,1,0,0,185.42,185.42,205,4,2009-03-07,1978-06-20,31
Kendall Grove,Red,1,2,Orthodox,1,0,0,198.12,200.66,185,4,2009-03-07,1982-11-12,26
Jason Brilz,Red,1,0,Orthodox,1,0,0,180.34,180.34,205,1,2009-03-07,1975-07-07,34
Shane Nelson,Red,1,0,Southpaw,0,1,0,175.26,177.8,155,1,2009-03-07,1984-11-29,24
Brandon Vera,Red,1,3,Orthodox,1,0,0,190.5,198.12,230,5,2009-03-07,1977-10-10,31
Demian Maia,Red,1,0,Southpaw,0,1,0,185.42,182.88,170,4,2009-02-21,1977-11-06,31
Diego Sanchez,Red,1,2,Southpaw,0,1,0,177.8,182.88,170,8,2009-02-21,1981-12-31,27
Evan Dunham,Red,1,0,Southpaw,0,1,0,177.8,177.8,155,0,2009-02-21,1981-12-18,27
Terry Etim,Red,1,2,Orthodox,1,0,0,185.42,185.42,155,2,2009-02-21,1986-01-11,23
Paulo Thiago,Red,1,0,Orthodox,1,0,0,180.34,187.96,170,0,2009-02-21,1981-01-25,28
Nate Marquardt,Red,1,2,Orthodox,1,0,0,182.88,187.96,185,6,2009-02-21,1979-04-20,30
Junior Dos Santos,Red,1,0,Orthodox,1,0,0,193.04,195.58,238,1,2009-02-21,1984-01-30,25
Dan Hardy,Red,1,0,Orthodox,1,0,0,182.88,187.96,170,1,2009-02-21,1982-05-17,27
Mike Ciesnolevicz,Red,1,0,Orthodox,1,0,0,182.88,,235,0,2009-02-21,1979-10-28,29
Paul Kelly,Red,1,1,Orthodox,1,0,0,175.26,177.8,155,1,2009-02-21,1984-09-12,24
Joe Lauzon,Red,1,1,Orthodox,1,0,0,177.8,180.34,155,4,2009-02-07,1984-05-22,25
Cain Velasquez,Red,1,0,Orthodox,1,0,0,185.42,195.58,240,2,2009-02-07,1982-07-28,27
Matt Veach,Red,1,0,Orthodox,1,0,0,180.34,,155,0,2009-02-07,1981-05-31,28
Josh Neer,Red,1,4,Orthodox,1,0,0,180.34,182.88,170,3,2009-02-07,1983-03-24,26
Anthony Johnson,Red,1,2,Orthodox,1,0,0,187.96,198.12,205,3,2009-02-07,1984-03-06,25
Dan Miller,Red,1,0,Orthodox,1,0,0,185.42,187.96,185,2,2009-02-07,1981-06-30,28
Kurt Pellegrino,Red,1,3,Orthodox,1,0,0,172.72,177.8,155,4,2009-02-07,1979-05-07,30
Gleison Tibau,Red,1,3,Southpaw,0,1,0,177.8,180.34,155,3,2009-02-07,1983-10-07,25
Nick Catone,Red,1,0,Southpaw,0,1,0,182.88,182.88,185,0,2009-02-07,1981-09-01,27
Matthew Riddle,Red,1,0,Southpaw,0,1,0,185.42,193.04,170,1,2009-02-07,1986-01-14,23
Thiago Tavares,Red,1,3,Orthodox,1,0,0,170.18,177.8,145,3,2009-01-31,1984-11-08,24
Clay Guida,Red,1,3,Orthodox,1,0,0,170.18,177.8,155,4,2009-01-31,1981-12-08,27
Jon Jones,Red,1,0,Orthodox,1,0,0,193.04,213.36,205,1,2009-01-31,1987-07-19,22
Georges St-Pierre,Red,1,2,Orthodox,1,0,0,180.34,193.04,185,11,2009-01-31,1981-05-19,28
Lyoto Machida,Red,1,0,Southpaw,0,1,0,185.42,187.96,185,5,2009-01-31,1978-05-30,31
Jon Fitch,Red,1,1,Orthodox,1,0,0,182.88,187.96,170,8,2009-01-31,1978-02-24,31
John Howard,Red,1,0,Orthodox,1,0,0,170.18,182.88,170,0,2009-01-31,1983-03-01,26
Karo Parisyan,Draw,0,3,Orthodox,1,0,0,177.8,182.88,170,8,2009-01-31,1982-08-28,26
Jake O'Brien,Red,1,2,Orthodox,1,0,0,190.5,193.04,205,3,2009-01-31,1984-09-25,24
Dan Cramer,Red,1,0,Orthodox,1,0,0,187.96,,170,0,2009-01-31,1985-10-31,23
Marcus Davis,Red,1,2,Southpaw,0,1,0,177.8,177.8,170,7,2009-01-17,1973-08-24,35
John Hathaway,Red,1,0,Orthodox,1,0,0,185.42,190.5,170,0,2009-01-17,1987-07-23,21
Dan Henderson,Red,1,2,Orthodox,1,0,0,180.34,187.96,185,3,2009-01-17,1970-08-24,38
Mauricio Rua,Red,1,1,Orthodox,1,0,0,185.42,193.04,205,0,2009-01-17,1981-11-25,27
Eric Schafer,Red,1,2,Orthodox,1,0,0,190.5,193.04,185,2,2009-01-17,1977-09-20,31
Martin Kampmann,Red,1,1,Orthodox,1,0,0,182.88,182.88,170,4,2009-01-17,1982-04-17,27
Rousimar Palhares,Red,1,1,Orthodox,1,0,0,172.72,180.34,170,1,2009-01-17,1980-02-26,29
Alan Belcher,Red,1,3,Orthodox,1,0,0,187.96,190.5,185,4,2009-01-17,1984-04-24,25
Tomasz Drwal,Red,1,1,Orthodox,1,0,0,185.42,193.04,205,0,2009-01-17,1982-01-22,27
Dennis Siver,Red,1,3,Orthodox,1,0,0,167.64,177.8,145,1,2009-01-17,1979-01-13,30
Rashad Evans,Red,1,1,Orthodox,1,0,0,182.88,190.5,205,7,2008-12-27,1979-09-25,29
Yushin Okami,Red,1,1,Southpaw,0,1,0,187.96,190.5,170,6,2008-12-27,1981-07-21,27
Cheick Kongo,Red,1,2,Orthodox,1,0,0,193.04,208.28,240,5,2008-12-27,1975-05-17,34
Antoni Hardonk,Red,1,2,Orthodox,1,0,0,193.04,198.12,245,3,2008-12-27,1976-02-05,33
Matt Hamill,Red,1,2,Orthodox,1,0,0,185.42,193.04,205,4,2008-12-27,1976-10-05,32
Quinton Jackson,Red,1,1,Orthodox,1,0,0,185.42,185.42,205,3,2008-12-27,1978-06-20,31
Frank Mir,Red,1,3,Southpaw,0,1,0,190.5,200.66,264,9,2008-12-27,1979-05-24,30
CB Dollaway,Red,1,1,Orthodox,1,0,0,187.96,193.04,185,1,2008-12-27,1983-08-10,25
Brad Blackburn,Red,1,0,Orthodox,1,0,0,177.8,185.42,170,1,2008-12-27,1977-05-25,32
Pat Barry,Red,1,0,Orthodox,1,0,0,180.34,187.96,235,0,2008-12-27,1979-07-07,29
Wilson Gouveia,Red,1,2,Orthodox,1,0,0,185.42,193.04,185,5,2008-12-13,1978-10-03,30
Junie Browning,Red,1,0,Orthodox,1,0,0,175.26,,155,0,2008-12-13,1984-05-12,25
Anthony Johnson,Red,1,2,Orthodox,1,0,0,187.96,198.12,205,2,2008-12-13,1984-03-06,25
Krzysztof Soszynski,Red,1,0,Open Stance,0,0,0,185.42,195.58,205,0,2008-12-13,1977-08-02,31
Tom Lawlor,Red,1,0,Southpaw,0,1,0,182.88,187.96,205,0,2008-12-13,1983-05-15,26
Efrain Escudero,Red,1,0,Orthodox,1,0,0,175.26,180.34,155,0,2008-12-13,1986-01-15,23
Ryan Bader,Red,1,0,Orthodox,1,0,0,187.96,187.96,205,0,2008-12-13,1983-06-07,26
Eliot Marshall,Red,1,0,Orthodox,1,0,0,187.96,195.58,205,0,2008-12-13,1980-07-07,28
Shane Nelson,Red,1,0,Southpaw,0,1,0,175.26,177.8,155,0,2008-12-13,1984-11-29,24
Rolando Delgado,Red,1,0,Orthodox,1,0,0,190.5,195.58,155,0,2008-12-13,1981-11-22,27
Ben Saunders,Red,1,0,Orthodox,1,0,0,187.96,195.58,170,2,2008-12-10,1983-04-13,26
Steve Cantwell,Red,1,0,Orthodox,1,0,0,187.96,190.5,185,0,2008-12-10,1986-12-08,22
Jim Miller,Red,1,0,Southpaw,0,1,0,172.72,180.34,155,1,2008-12-10,1983-08-30,25
Steve Bruno,Red,1,1,Orthodox,1,0,0,177.8,,170,0,2008-12-10,1981-11-03,27
Josh Koscheck,Red,1,3,Orthodox,1,0,0,177.8,185.42,170,9,2008-12-10,1977-11-30,31
Tim Credeur,Red,1,0,Orthodox,1,0,0,190.5,190.5,185,1,2008-12-10,1977-07-09,31
Luigi Fioravanti,Red,1,4,Orthodox,1,0,0,172.72,177.8,170,3,2008-12-10,1981-01-22,28
Mike Swick,Red,1,1,Orthodox,1,0,0,185.42,195.58,170,7,2008-12-10,1979-06-19,29
Dale Hartt,Red,1,1,Orthodox,1,0,0,177.8,175.26,155,0,2008-12-10,1979-04-04,30
Justin McCully,Red,1,1,Orthodox,1,0,0,185.42,185.42,225,1,2008-12-10,1976-02-18,33
Brock Lesnar,Red,1,1,Orthodox,1,0,0,190.5,205.74,265,1,2008-11-15,1977-07-12,31
Dustin Hazelett,Red,1,2,Orthodox,1,0,0,185.42,193.04,170,4,2008-11-15,1986-04-29,23
Kenny Florian,Red,1,2,Southpaw,0,1,0,177.8,187.96,145,8,2008-11-15,1976-05-26,32
Demian Maia,Red,1,0,Southpaw,0,1,0,185.42,182.88,170,3,2008-11-15,1977-11-06,31
Jeremy Stephens,Red,1,2,Orthodox,1,0,0,175.26,180.34,145,2,2008-11-15,1986-05-25,22
Gabriel Gonzaga,Red,1,2,Orthodox,1,0,0,187.96,193.04,242,5,2008-11-15,1979-05-18,29
Aaron Riley,Red,1,2,Southpaw,0,1,0,172.72,175.26,155,0,2008-11-15,1980-12-09,28
Mark Bocek,Red,1,2,Orthodox,1,0,0,172.72,190.5,155,1,2008-11-15,1981-10-24,27
Matt Brown,Red,1,1,Orthodox,1,0,0,182.88,190.5,170,1,2008-11-15,1981-01-10,28
Junior Dos Santos,Red,1,0,Orthodox,1,0,0,193.04,195.58,238,0,2008-10-25,1984-01-30,25
Sean Sherk,Red,1,3,Orthodox,1,0,0,167.64,170.18,155,6,2008-10-25,1973-08-05,35
Thales Leites,Red,1,1,Orthodox,1,0,0,185.42,198.12,185,4,2008-10-25,1981-09-06,27
Gray Maynard,Red,1,1,Orthodox,1,0,0,175.26,177.8,155,3,2008-10-25,1979-05-09,29
Dan Miller,Red,1,0,Orthodox,1,0,0,185.42,187.96,185,1,2008-10-25,1981-06-30,27
Anderson Silva,Red,1,0,Southpaw,0,1,0,187.96,195.58,185,7,2008-10-25,1975-04-14,34
Spencer Fisher,Red,1,3,Southpaw,0,1,0,170.18,172.72,155,6,2008-10-25,1976-05-09,32
Thiago Alves,Red,1,2,Orthodox,1,0,0,175.26,177.8,170,8,2008-10-25,1983-10-03,25
Pete Sell,Red,1,4,Orthodox,1,0,0,180.34,190.5,170,1,2008-10-25,1982-08-05,26
Hermes Franca,Red,1,4,Orthodox,1,0,0,167.64,180.34,155,5,2008-10-25,1974-08-26,34
Dan Hardy,Red,1,0,Orthodox,1,0,0,182.88,187.96,170,0,2008-10-18,1982-05-17,26
Luiz Cane,Red,1,1,Southpaw,0,1,0,187.96,195.58,185,1,2008-10-18,1981-04-24,27
Shane Carwin,Red,1,0,Orthodox,1,0,0,187.96,203.2,265,1,2008-10-18,1975-01-04,34
Chris Lytle,Red,1,8,Orthodox,1,0,0,180.34,172.72,170,4,2008-10-18,1974-08-18,34
Marcus Davis,Red,1,2,Southpaw,0,1,0,177.8,177.8,170,6,2008-10-18,1973-08-24,35
Michael Bisping,Red,1,1,Orthodox,1,0,0,185.42,190.5,185,6,2008-10-18,1979-02-28,30
